paper_id,figure_id,caption,n_candidates,n_gt,Proposed|rank,Proposed|rank_pct,Proposed|hit@3,Proposed|hit@4,Proposed|hit@5,Proposed|hit@6,Proposed|hit@7,Proposed-v2|rank,Proposed-v2|rank_pct,Proposed-v2|hit@3,Proposed-v2|hit@4,Proposed-v2|hit@5,Proposed-v2|hit@6,Proposed-v2|hit@7,Qwen3-VL-Rerank-ImgCap+Link|rank,Qwen3-VL-Rerank-ImgCap+Link|rank_pct,Qwen3-VL-Rerank-ImgCap+Link|hit@3,Qwen3-VL-Rerank-ImgCap+Link|hit@4,Qwen3-VL-Rerank-ImgCap+Link|hit@5,Qwen3-VL-Rerank-ImgCap+Link|hit@6,Qwen3-VL-Rerank-ImgCap+Link|hit@7,Qwen3-VL-Rerank-ImgCap|rank,Qwen3-VL-Rerank-ImgCap|rank_pct,Qwen3-VL-Rerank-ImgCap|hit@3,Qwen3-VL-Rerank-ImgCap|hit@4,Qwen3-VL-Rerank-ImgCap|hit@5,Qwen3-VL-Rerank-ImgCap|hit@6,Qwen3-VL-Rerank-ImgCap|hit@7,Qwen3-VL-Rerank-Img|rank,Qwen3-VL-Rerank-Img|rank_pct,Qwen3-VL-Rerank-Img|hit@3,Qwen3-VL-Rerank-Img|hit@4,Qwen3-VL-Rerank-Img|hit@5,Qwen3-VL-Rerank-Img|hit@6,Qwen3-VL-Rerank-Img|hit@7,Layout-Order|rank,Layout-Order|rank_pct,Layout-Order|hit@3,Layout-Order|hit@4,Layout-Order|hit@5,Layout-Order|hit@6,Layout-Order|hit@7,Caption-BM25|rank,Caption-BM25|rank_pct,Caption-BM25|hit@3,Caption-BM25|hit@4,Caption-BM25|hit@5,Caption-BM25|hit@6,Caption-BM25|hit@7,Caption-Dense-v4|rank,Caption-Dense-v4|rank_pct,Caption-Dense-v4|hit@3,Caption-Dense-v4|hit@4,Caption-Dense-v4|hit@5,Caption-Dense-v4|hit@6,Caption-Dense-v4|hit@7,Zero-shot-CLIP|rank,Zero-shot-CLIP|rank_pct,Zero-shot-CLIP|hit@3,Zero-shot-CLIP|hit@4,Zero-shot-CLIP|hit@5,Zero-shot-CLIP|hit@6,Zero-shot-CLIP|hit@7,Direct+Link|rank,Direct+Link|rank_pct,Direct+Link|hit@3,Direct+Link|hit@4,Direct+Link|hit@5,Direct+Link|hit@6,Direct+Link|hit@7,Direct+Link+Layout|rank,Direct+Link+Layout|rank_pct,Direct+Link+Layout|hit@3,Direct+Link+Layout|hit@4,Direct+Link+Layout|hit@5,Direct+Link+Layout|hit@6,Direct+Link+Layout|hit@7,Direct+Link+Layout+Type|rank,Direct+Link+Layout+Type|rank_pct,Direct+Link+Layout+Type|hit@3,Direct+Link+Layout+Type|hit@4,Direct+Link+Layout+Type|hit@5,Direct+Link+Layout+Type|hit@6,Direct+Link+Layout+Type|hit@7,DirectOnly|rank,DirectOnly|rank_pct,DirectOnly|hit@3,DirectOnly|hit@4,DirectOnly|hit@5,DirectOnly|hit@6,DirectOnly|hit@7,FullClusterAdd|rank,FullClusterAdd|rank_pct,FullClusterAdd|hit@3,FullClusterAdd|hit@4,FullClusterAdd|hit@5,FullClusterAdd|hit@6,FullClusterAdd|hit@7,LG-JSSF|rank,LG-JSSF|rank_pct,LG-JSSF|hit@3,LG-JSSF|hit@4,LG-JSSF|hit@5,LG-JSSF|hit@6,LG-JSSF|hit@7,LG-JSSF+ClusterAdd|rank,LG-JSSF+ClusterAdd|rank_pct,LG-JSSF+ClusterAdd|hit@3,LG-JSSF+ClusterAdd|hit@4,LG-JSSF+ClusterAdd|hit@5,LG-JSSF+ClusterAdd|hit@6,LG-JSSF+ClusterAdd|hit@7,w/o ClusterPrior (Add)|rank,w/o ClusterPrior (Add)|rank_pct,w/o ClusterPrior (Add)|hit@3,w/o ClusterPrior (Add)|hit@4,w/o ClusterPrior (Add)|hit@5,w/o ClusterPrior (Add)|hit@6,w/o ClusterPrior (Add)|hit@7,w/o LocalWindow (Add)|rank,w/o LocalWindow (Add)|rank_pct,w/o LocalWindow (Add)|hit@3,w/o LocalWindow (Add)|hit@4,w/o LocalWindow (Add)|hit@5,w/o LocalWindow (Add)|hit@6,w/o LocalWindow (Add)|hit@7,w/o P_layout (Add)|rank,w/o P_layout (Add)|rank_pct,w/o P_layout (Add)|hit@3,w/o P_layout (Add)|hit@4,w/o P_layout (Add)|hit@5,w/o P_layout (Add)|hit@6,w/o P_layout (Add)|hit@7,w/o P_type (Add)|rank,w/o P_type (Add)|rank_pct,w/o P_type (Add)|hit@3,w/o P_type (Add)|hit@4,w/o P_type (Add)|hit@5,w/o P_type (Add)|hit@6,w/o P_type (Add)|hit@7,w/o S_link (Add)|rank,w/o S_link (Add)|rank_pct,w/o S_link (Add)|hit@3,w/o S_link (Add)|hit@4,w/o S_link (Add)|hit@5,w/o S_link (Add)|hit@6,w/o S_link (Add)|hit@7,miss_count,hit_count,figure_index,body_order_rank,explicit_ref_count,p_type,type_category,s_direct,s_link,p_layout,s_direct_pct,s_link_pct,p_layout_pct,cluster_top1_label,Proposed_rank
2016_G_B044.pdf-bb7acb2d-63cf-48d6-acf7-16e9e75ec953,66a77fed0d21be18889fa11a6bec812c2ffea0648d3cfd7f3d755217647e653e,图5 不存在分、合流效应的小区示意图,17,2,6,0.3529,False,False,False,True,True,3,0.1765,True,True,True,True,True,5,0.2941,False,False,True,True,True,7,0.4118,False,False,False,False,True,7,0.4118,False,False,False,False,True,6,0.3529,False,False,False,True,True,9,0.5294,False,False,False,False,False,7,0.4118,False,False,False,False,True,2,0.1176,True,True,True,True,True,6,0.3529,False,False,False,True,True,5,0.2941,False,False,True,True,True,5,0.2941,False,False,True,True,True,3,0.1765,True,True,True,True,True,6,0.3529,False,False,False,True,True,5,0.2941,False,False,True,True,True,6,0.3529,False,False,False,True,True,5,0.2941,False,False,True,True,True,11,0.6471,False,False,False,False,False,8,0.4706,False,False,False,False,False,6,0.3529,False,False,False,True,True,10,0.5882,False,False,False,False,False,3,2,5,5.0,1,1.0,schematic,0.0419,0.5245,0.3869,0.8235,0.5882,0.6471,,6
2016_G_B067.pdf-f6c8e02c-ac22-49cb-a2f4-6f0cb4726072,39bceff768d6259a3ad74d7a6bbe2bc071547d3938b4a597118a9fa10d491ef1,图1 问题一分析流程图,19,3,1,0.0526,True,True,True,True,True,1,0.0526,True,True,True,True,True,11,0.5789,False,False,False,False,False,12,0.6316,False,False,False,False,False,12,0.6316,False,False,False,False,False,1,0.0526,True,True,True,True,True,14,0.7368,False,False,False,False,False,6,0.3158,False,False,False,True,True,7,0.3684,False,False,False,False,True,3,0.1579,True,True,True,True,True,1,0.0526,True,True,True,True,True,1,0.0526,True,True,True,True,True,19,1.0,False,False,False,False,False,1,0.0526,True,True,True,True,True,1,0.0526,True,True,True,True,True,1,0.0526,True,True,True,True,True,1,0.0526,True,True,True,True,True,1,0.0526,True,True,True,True,True,1,0.0526,True,True,True,True,True,1,0.0526,True,True,True,True,True,1,0.0526,True,True,True,True,True,3,2,1,1.0,1,1.5,framework,0.0225,1.0,1.0,0.0,0.8421,0.9474,,1
2016_G_B067.pdf-f6c8e02c-ac22-49cb-a2f4-6f0cb4726072,bc133c126d2a7c987ac407f15abbba204ed8809fe4871861a3be3e23393ee37c,图2“封闭式小区”近似电路图,19,3,2,0.1053,True,True,True,True,True,2,0.1053,True,True,True,True,True,18,0.9474,False,False,False,False,False,17,0.8947,False,False,False,False,False,18,0.9474,False,False,False,False,False,2,0.1053,True,True,True,True,True,10,0.5263,False,False,False,False,False,11,0.5789,False,False,False,False,False,1,0.0526,True,True,True,True,True,1,0.0526,True,True,True,True,True,2,0.1053,True,True,True,True,True,2,0.1053,True,True,True,True,True,11,0.5789,False,False,False,False,False,2,0.1053,True,True,True,True,True,2,0.1053,True,True,True,True,True,2,0.1053,True,True,True,True,True,2,0.1053,True,True,True,True,True,2,0.1053,True,True,True,True,True,2,0.1053,True,True,True,True,True,2,0.1053,True,True,True,True,True,2,0.1053,True,True,True,True,True,3,2,2,2.0,2,1.0,other,0.0592,1.0,0.6309,0.4211,0.8421,0.8947,,2
2017_G_A156.pdf-526d4bc0-c508-47e0-9181-6bcff011181f,057cfee7e00682b8dbd7b9075c3f6c333f3d4e5dc546c0f357168b6733c664c2,图1黄金分割法上下界点、左右探测点图示,18,3,1,0.0556,True,True,True,True,True,1,0.0556,True,True,True,True,True,18,1.0,False,False,False,False,False,17,0.9444,False,False,False,False,False,12,0.6667,False,False,False,False,False,1,0.0556,True,True,True,True,True,6,0.3333,False,False,False,True,True,2,0.1111,True,True,True,True,True,2,0.1111,True,True,True,True,True,5,0.2778,False,False,True,True,True,1,0.0556,True,True,True,True,True,1,0.0556,True,True,True,True,True,6,0.3333,False,False,False,True,True,1,0.0556,True,True,True,True,True,1,0.0556,True,True,True,True,True,1,0.0556,True,True,True,True,True,1,0.0556,True,True,True,True,True,1,0.0556,True,True,True,True,True,2,0.1111,True,True,True,True,True,1,0.0556,True,True,True,True,True,1,0.0556,True,True,True,True,True,3,2,1,1.0,1,1.0,other,0.0444,1.0,1.0,0.6667,0.5,0.9444,,1
2017_G_B154.pdf-6b295a37-7f1d-4087-aa6b-498ebc227dfe,16c4432b4e07e0cbfa3859ae3b387c35e31427442529062daa4ef60879d1d673,图1 任务点按照价格区间分类的空间分布图,24,3,1,0.0417,True,True,True,True,True,1,0.0417,True,True,True,True,True,13,0.5417,False,False,False,False,False,9,0.375,False,False,False,False,False,16,0.6667,False,False,False,False,False,1,0.0417,True,True,True,True,True,1,0.0417,True,True,True,True,True,20,0.8333,False,False,False,False,False,15,0.625,False,False,False,False,False,10,0.4167,False,False,False,False,False,1,0.0417,True,True,True,True,True,1,0.0417,True,True,True,True,True,24,1.0,False,False,False,False,False,1,0.0417,True,True,True,True,True,1,0.0417,True,True,True,True,True,1,0.0417,True,True,True,True,True,1,0.0417,True,True,True,True,True,24,1.0,False,False,False,False,False,10,0.4167,False,False,False,False,False,1,0.0417,True,True,True,True,True,24,1.0,False,False,False,False,False,3,2,1,1.0,0,1.0,result_plot,-0.0137,1.0,1.0,0.0,0.5833,0.9583,,1
2018_G_C008.pdf-3e10abb3-a9d0-4ecb-898d-01d2020ed451,52ab1afa884f8692f5ac04e9f5b26762d43ef9fb5d9316a03826e604bbf093da,图7各层评价目标,7,3,5,0.7143,False,False,True,True,True,6,0.8571,False,False,False,True,True,6,0.8571,False,False,False,True,True,6,0.8571,False,False,False,True,True,1,0.1429,True,True,True,True,True,6,0.8571,False,False,False,True,True,7,1.0,False,False,False,False,True,2,0.2857,True,True,True,True,True,2,0.2857,True,True,True,True,True,7,1.0,False,False,False,False,True,6,0.8571,False,False,False,True,True,6,0.8571,False,False,False,True,True,7,1.0,False,False,False,False,True,6,0.8571,False,False,False,True,True,6,0.8571,False,False,False,True,True,6,0.8571,False,False,False,True,True,6,0.8571,False,False,False,True,True,4,0.5714,False,True,True,True,True,7,1.0,False,False,False,False,True,6,0.8571,False,False,False,True,True,4,0.5714,False,True,True,True,True,3,2,7,7.0,1,1.0,other,-0.0147,0.4071,0.3333,0.0,0.0,0.1429,,5
2023_G_A127.pdf-c7af97bb-63f5-4e7a-ae28-7f7b3d4f016c,226c02af9e5f10ee542e249a33ebb11d45c833b5129b08c2b48489c4c70eeef5,图11：区域划分示意图,22,7,10,0.4545,False,False,False,False,False,13,0.5909,False,False,False,False,False,2,0.0909,True,True,True,True,True,11,0.5,False,False,False,False,False,2,0.0909,True,True,True,True,True,11,0.5,False,False,False,False,False,22,1.0,False,False,False,False,False,15,0.6818,False,False,False,False,False,13,0.5909,False,False,False,False,False,11,0.5,False,False,False,False,False,13,0.5909,False,False,False,False,False,13,0.5909,False,False,False,False,False,1,0.0455,True,True,True,True,True,7,0.3182,False,False,False,False,True,13,0.5909,False,False,False,False,False,7,0.3182,False,False,False,False,True,13,0.5909,False,False,False,False,False,3,0.1364,True,True,True,True,True,9,0.4091,False,False,False,False,False,10,0.4545,False,False,False,False,False,2,0.0909,True,True,True,True,True,3,2,11,11.0,1,1.0,schematic,0.0863,0.4453,0.2789,0.9545,0.4545,0.5,,10
2023_G_A175.pdf-8d4a4c05-3206-497f-bcd2-34719146185f,917ede45cfb31c1775a9f57ac309cd6e8013745ea25f6b2184c85373723e2c1d,图8：余弦损失的示意图,11,5,10,0.9091,False,False,False,False,False,10,0.9091,False,False,False,False,False,4,0.3636,False,True,True,True,True,8,0.7273,False,False,False,False,False,4,0.3636,False,True,True,True,True,8,0.7273,False,False,False,False,False,10,0.9091,False,False,False,False,False,3,0.2727,True,True,True,True,True,10,0.9091,False,False,False,False,False,11,1.0,False,False,False,False,False,10,0.9091,False,False,False,False,False,10,0.9091,False,False,False,False,False,9,0.8182,False,False,False,False,False,10,0.9091,False,False,False,False,False,10,0.9091,False,False,False,False,False,10,0.9091,False,False,False,False,False,10,0.9091,False,False,False,False,False,8,0.7273,False,False,False,False,False,10,0.9091,False,False,False,False,False,10,0.9091,False,False,False,False,False,8,0.7273,False,False,False,False,False,3,2,8,8.0,0,1.0,schematic,0.0152,0.2817,0.3155,0.1818,0.0,0.2727,,10
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,505722209f9281239c24bef0122c40fa911abdbb23dadf1b724058e963f3aa6e,图17：最优测线布设求解流程,27,8,14,0.5185,False,False,False,False,False,13,0.4815,False,False,False,False,False,8,0.2963,False,False,False,False,False,3,0.1111,True,True,True,True,True,4,0.1481,False,True,True,True,True,17,0.6296,False,False,False,False,False,13,0.4815,False,False,False,False,False,17,0.6296,False,False,False,False,False,24,0.8889,False,False,False,False,False,18,0.6667,False,False,False,False,False,19,0.7037,False,False,False,False,False,16,0.5926,False,False,False,False,False,6,0.2222,False,False,False,True,True,14,0.5185,False,False,False,False,False,16,0.5926,False,False,False,False,False,14,0.5185,False,False,False,False,False,16,0.5926,False,False,False,False,False,1,0.037,True,True,True,True,True,15,0.5556,False,False,False,False,False,16,0.5926,False,False,False,False,False,1,0.037,True,True,True,True,True,3,2,17,17.0,0,1.5,framework,0.0597,0.4827,0.2398,0.7778,0.3333,0.3704,,14
2023_G_B226.pdf-138a457c-a3d1-4dec-a2b6-3b5dc1265cc7,d8dd23716c6f2d209b4d75c79ad8161c35e1a1cbb63d4e0f6321eccc5881ba9c,图9：问题二求解流程,27,8,13,0.4815,False,False,False,False,False,4,0.1481,False,True,True,True,True,3,0.1111,True,True,True,True,True,15,0.5556,False,False,False,False,False,8,0.2963,False,False,False,False,False,9,0.3333,False,False,False,False,False,25,0.9259,False,False,False,False,False,22,0.8148,False,False,False,False,False,26,0.963,False,False,False,False,False,7,0.2593,False,False,False,False,True,8,0.2963,False,False,False,False,False,4,0.1481,False,True,True,True,True,13,0.4815,False,False,False,False,False,10,0.3704,False,False,False,False,False,4,0.1481,False,True,True,True,True,10,0.3704,False,False,False,False,False,4,0.1481,False,True,True,True,True,25,0.9259,False,False,False,False,False,1,0.037,True,True,True,True,True,20,0.7407,False,False,False,False,False,25,0.9259,False,False,False,False,False,3,2,9,9.0,0,1.5,framework,0.0472,1.0,0.301,0.5185,0.4815,0.6667,,13
